1000
800,1
799,1
798,1
797,2
796,4
795,3
794,1
792,2
791,3
788,1
787,1
786,2
785,2
784,2
782,2
781,1
780,1
779,1
778,1
777,1
776,1
775,1
774,3
773,2
772,2
771,3
770,2
769,3
768,2
767,1
766,1
765,2
764,1
762,2
761,2
760,1
759,1
758,2
757,3
756,1
755,1
754,1
753,2
752,1
751,1
750,2
749,3
748,2
746,3
745,2
743,2
742,1
741,3
740,3
739,1
737,3
735,2
734,1
733,4
732,2
731,2
730,1
729,2
728,1
727,1
726,2
725,3
724,1
723,3
722,3
720,1
719,1
718,2
717,3
716,1
715,2
714,1
713,1
712,1
711,1
710,1
709,1
708,1
707,1
706,3
705,2
704,2
703,3
702,1
700,2
699,3
698,3
697,1
696,2
694,1
693,5
692,1
691,3
690,2
689,1
688,3
687,2
685,3
684,1
683,1
682,1
679,3
678,1
677,2
676,3
675,4
674,2
672,3
671,2
670,2
668,2
667,1
666,2
665,1
663,2
662,1
661,2
660,1
658,1
657,1
656,2
655,3
653,2
652,7
650,2
649,3
648,2
647,2
646,2
644,1
641,1
640,1
639,4
637,1
636,3
635,4
634,1
633,3
631,3
629,3
628,1
627,2
626,1
625,2
624,1
623,1
622,1
621,1
620,1
619,5
618,2
617,4
615,5
612,1
609,3
608,1
607,2
606,1
604,1
603,1
601,1
600,1
599,2
598,4
597,3
595,1
593,2
592,4
591,1
590,2
589,1
588,2
586,4
585,2
584,2
583,1
582,1
581,4
580,1
579,2
578,3
577,1
576,3
574,2
573,2
572,2
568,2
567,1
565,3
564,2
563,1
561,1
560,1
559,2
558,2
557,3
556,3
555,2
554,2
553,3
552,2
550,1
549,1
548,2
547,1
545,1
544,1
543,4
542,1
541,2
540,7
538,1
537,3
536,1
535,2
534,2
533,2
529,3
528,1
526,2
525,5
524,2
523,3
522,1
521,2
520,4
519,1
518,2
517,1
516,1
515,2
514,1
513,3
512,2
510,2
509,1
508,4
507,2
506,2
505,2
504,3
503,3
501,3
500,3
498,1
496,1
495,3
493,1
492,2
491,1
490,1
489,3
488,3
487,3
486,3
485,1
483,2
482,1
481,3
480,4
479,2
478,1
477,4
476,1
475,1
474,4
473,1
472,1
471,1
470,3
469,1
468,1
466,1
465,1
463,1
462,2
461,2
460,2
458,3
457,3
456,2
455,1
454,2
453,3
452,1
451,2
450,2
449,1
448,1
447,2
446,1
445,2
444,1
443,2
441,1
440,3
439,2
438,2
437,2
434,2
432,2
431,1
430,2
429,2
427,1
426,2
425,1
423,3
422,1
421,1
420,3
419,1
418,1
417,2
415,3
414,2
413,2
412,3
411,2
410,3
409,1
408,3
406,2
405,3
404,3
403,1
402,3
401,2
399,2
397,1
396,2
395,1
394,2
393,2
392,1
391,1
390,2
389,4
388,1
387,3
385,1
384,2
383,1
382,4
381,7
380,4
379,1
378,3
376,3
374,1
373,1
372,2
371,2
370,2
368,1
367,2
366,1
365,3
364,2
363,4
362,3
361,4
360,2
359,1
358,4
357,3
355,5
353,1
352,1
351,1
350,3
349,3
347,3
346,3
345,3
344,2
342,4
341,1
340,1
339,2
338,1
337,3
336,3
335,5
333,1
332,2
331,1
330,3
329,2
328,2
326,2
325,2
324,2
323,1
321,2
319,2
318,1
317,2
316,2
315,1
314,3
313,1
312,2
311,3
310,1
308,2
306,1
305,3
304,3
303,2
302,1
301,2
299,2
297,2
296,2
295,1
294,1
293,3
292,1
291,1
290,2
288,5
287,3
286,1
285,1
284,3
282,1
281,2
280,4
279,1
278,2
277,1
275,1
274,2
273,3
272,3
271,3
270,1
268,2
267,3
266,3
264,3
262,2
261,1
260,1
259,1
258,2
256,1
254,1
253,6
252,2
251,1
250,2
249,4
248,3
247,1
246,3
245,3
244,1
243,1
242,1
241,1
239,3
238,1
237,2
235,4
234,3
230,1
229,3
228,2
227,1
226,3
224,1
222,1
221,4
220,1
219,2
217,2
216,3
214,2
213,2
212,4
211,5
210,2
209,2
208,2
206,2
205,2
204,1
203,1
202,2
