500
400,3
399,1
397,2
396,2
395,2
394,1
393,1
392,3
391,3
390,3
389,2
388,4
387,1
386,2
384,4
383,3
382,3
381,2
379,3
377,2
376,3
375,1
374,1
373,3
372,2
371,1
370,4
369,2
368,2
367,2
366,1
365,2
364,1
363,1
362,2
361,1
360,1
359,1
358,3
356,4
355,4
354,3
353,4
350,2
349,1
348,1
347,1
346,2
345,1
343,4
342,3
341,1
340,3
337,3
336,2
334,2
333,1
332,1
331,2
330,2
329,3
328,3
327,2
326,2
324,2
322,2
321,1
320,4
319,2
318,1
317,3
315,3
314,7
313,2
312,3
311,2
310,3
309,1
307,1
306,3
305,1
304,3
303,3
302,3
301,3
300,1
299,2
298,5
297,3
296,2
295,3
294,4
293,2
292,1
291,2
290,2
289,4
288,1
287,3
286,1
285,3
284,2
283,1
282,3
281,2
280,1
279,3
278,2
277,2
276,3
275,1
274,1
273,1
272,3
271,4
270,4
269,4
268,2
267,2
266,1
265,2
264,2
263,4
262,4
261,4
260,4
259,1
258,2
256,1
255,7
254,4
253,4
252,5
251,1
250,3
249,2
248,1
246,1
245,2
244,1
243,1
242,1
241,2
240,5
238,4
237,3
236,2
235,3
234,1
233,1
232,3
231,1
230,1
229,3
228,4
227,1
226,2
225,8
224,1
223,2
222,1
221,1
220,3
219,6
218,2
217,1
216,2
215,3
214,1
213,4
212,3
211,3
210,1
209,1
208,1
207,1
206,2
205,1
204,2
203,1
202,4
201,1
200,2
199,2
198,3
197,1
196,3
195,2
194,2
193,1
192,2
191,3
189,2
188,1
187,3
186,2
185,1
184,1
183,1
182,4
181,3
178,2
177,3
174,1
173,3
172,3
171,2
170,1
169,1
168,2
167,4
165,2
164,2
163,1
162,2
161,2
160,1
159,3
158,3
156,4
155,2
154,4
153,1
152,4
151,2
150,1
149,1
148,2
147,4
146,2
145,3
144,2
143,6
142,3
141,2
140,4
139,3
138,3
137,1
136,1
135,1
134,3
133,4
131,2
130,3
129,1
128,2
127,4
125,2
124,1
123,1
122,2
121,2
120,2
119,2
118,4
117,1
116,1
115,3
114,2
113,6
112,1
110,5
109,1
108,1
106,4
105,2
104,2
103,2
102,3
101,1
100,1
99,4
98,2
97,2
96,6
94,1
93,2
92,2
91,1
90,4
89,3
87,7
86,3
85,4
84,3
83,3
81,1
80,4
79,4
78,8
76,3
75,2
74,2
73,2
71,5
70,3
69,3
68,1
67,2
66,1
65,2
64,6
63,4
62,3
61,3
60,1
58,5
56,1
55,5
54,1
51,2
50,4
